100	1	1			99	14
100	3	1				
100	5	1				
100	6	2				
100	7	3				
100	9	1				
100	10	2				
100	12	1				
100	13	2				
100	15	1				
100	16	2				
100	17	3				
100	18	4				
100	19	5				
100	22	1				
100	24	1				
100	26	1				
100	27	2				
100	29	1				
100	31	1				
100	33	1				
100	36	1				
100	38	1				
100	39	2				
100	40	3				
100	41	4				
100	42	5				
100	43	6				
100	44	7				
100	47	1				
100	50	1				
100	52	1				
100	53	2				
100	56	1				
100	57	2				
100	58	3				
100	59	4				
100	60	5				
100	61	6				
100	63	1				
100	65	1				
100	66	2				
100	69	1				
100	70	2				
100	71	3				
100	73	1				
100	76	1				
100	77	2				
100	78	3				
100	79	4				
100	81	1				
100	82	2				
100	83	3				
100	84	4				
100	86	1				
100	87	2				
100	90	1				
100	91	2				
100	92	3				
100	95	1				
100	96	2				
100	97	3				
100	99	1				
99	1	1				
99	3	1				
99	4	2				
99	6	1				
99	7	2				
99	8	3				
99	9	4				
99	10	5				
99	11	6				
99	12	7				
99	13	8				
99	14	9				
99	15	10				
99	16	11				
99	17	12				
99	18	13				
99	19	14				
99	21	1				
99	22	2				
99	23	3				
99	24	4				
99	26	1				
99	29	1				
99	30	2				
99	32	1				
99	33	2				
99	35	1				
99	36	2				
99	38	1				
99	40	1				
99	43	1				
99	45	1				
99	46	2				
99	47	3				
99	48	4				
99	49	5				
99	50	6				
99	54	1				
99	56	1				
99	57	2				
99	58	3				
99	59	4				
99	60	5				
99	61	6				
99	62	7				
99	63	8				
99	64	9				
99	65	10				
99	66	11				
99	67	12				
99	69	1				
99	71	1				
99	72	2				
99	73	3				
99	74	4				
99	76	1				
99	77	2				
99	79	1				
99	80	2				
99	81	3				
99	82	4				
99	83	5				
99	84	6				
99	86	1				
99	87	2				
99	92	1				
99	94	1				
99	96	1				
98	2	1				
98	5	1				
98	6	2				
98	10	1				
98	12	1				
98	13	2				
98	14	3				
98	16	1				
98	17	2				
98	18	3				
98	22	1				
98	23	2				
98	24	3				
98	27	1				
98	29	1				
98	30	2				
98	31	3				
98	33	1				
98	34	2				
98	36	1				
98	37	2				
98	38	3				
98	39	4				
98	40	5				
98	41	6				
98	42	7				
98	43	8				
98	44	9				
98	45	10				
98	46	11				
98	47	12				
98	48	13				
98	51	1				
98	56	1				
98	59	1				
98	61	1				
98	62	2				
98	63	3				
98	65	1				
98	70	1				
98	71	2				
98	72	3				
98	73	4				
98	74	5				
98	75	6				
98	76	7				
98	80	1				
98	81	2				
98	84	1				
98	86	1				
98	87	2				
98	88	3				
98	89	4				
98	90	5				
98	91	6				
98	98	1				
98	99	2				
97	1	1				
97	2	2				
97	3	3				
97	4	4				
97	5	5				
97	6	6				
97	7	7				
97	11	1				
97	13	1				
97	15	1				
97	18	1				
97	25	1				
97	26	2				
97	29	1				
97	32	1				
97	35	1				
97	36	2				
97	37	3				
97	40	1				
97	41	2				
97	42	3				
97	43	4				
97	45	1				
97	46	2				
97	48	1				
97	51	1				
97	53	1				
97	54	2				
97	55	3				
97	56	4				
97	57	5				
97	59	1				
97	60	2				
97	61	3				
97	64	1				
97	65	2				
97	68	1				
97	72	1				
97	73	2				
97	74	3				
97	75	4				
97	76	5				
97	77	6				
97	79	1				
97	80	2				
97	81	3				
97	82	4				
97	85	1				
97	86	2				
97	87	3				
97	88	4				
97	89	5				
97	91	1				
97	92	2				
97	93	3				
97	95	1				
97	96	2				
97	97	3				
97	98	4				
97	99	5				
96	1	1				
96	2	2				
96	3	3				
96	5	1				
96	7	1				
96	8	2				
96	10	1				
96	11	2				
96	13	1				
96	14	2				
96	15	3				
96	16	4				
96	17	5				
96	19	1				
96	22	1				
96	23	2				
96	24	3				
96	26	1				
96	28	1				
96	30	1				
96	31	2				
96	32	3				
96	35	1				
96	36	2				
96	40	1				
96	43	1				
96	44	2				
96	47	1				
96	49	1				
96	54	1				
96	56	1				
96	58	1				
96	60	1				
96	61	2				
96	62	3				
96	63	4				
96	66	1				
96	69	1				
96	72	1				
96	73	2				
96	75	1				
96	77	1				
96	79	1				
96	82	1				
96	83	2				
96	84	3				
96	85	4				
96	88	1				
96	89	2				
96	90	3				
96	91	4				
96	92	5				
96	94	1				
96	96	1				
96	98	1				
96	99	2				
95	2	1				
95	4	1				
95	5	2				
95	6	3				
95	7	4				
95	10	1				
95	11	2				
95	13	1				
95	14	2				
95	16	1				
95	17	2				
95	18	3				
95	19	4				
95	22	1				
95	25	1				
95	28	1				
95	29	2				
95	30	3				
95	31	4				
95	34	1				
95	39	1				
95	41	1				
95	46	1				
95	47	2				
95	48	3				
95	50	1				
95	51	2				
95	53	1				
95	54	2				
95	55	3				
95	57	1				
95	58	2				
95	59	3				
95	61	1				
95	62	2				
95	63	3				
95	65	1				
95	66	2				
95	67	3				
95	68	4				
95	69	5				
95	70	6				
95	74	1				
95	75	2				
95	77	1				
95	79	1				
95	80	2				
95	82	1				
95	83	2				
95	84	3				
95	87	1				
95	91	1				
95	92	2				
95	93	3				
95	94	4				
95	97	1				
95	98	2				
94	3	1				
94	4	2				
94	6	1				
94	7	2				
94	9	1				
94	11	1				
94	12	2				
94	17	1				
94	18	2				
94	20	1				
94	21	2				
94	22	3				
94	23	4				
94	24	5				
94	26	1				
94	27	2				
94	28	3				
94	29	4				
94	30	5				
94	32	1				
94	35	1				
94	36	2				
94	37	3				
94	41	1				
94	44	1				
94	45	2				
94	46	3				
94	47	4				
94	48	5				
94	50	1				
94	51	2				
94	52	3				
94	53	4				
94	56	1				
94	57	2				
94	59	1				
94	60	2				
94	61	3				
94	62	4				
94	63	5				
94	65	1				
94	66	2				
94	67	3				
94	68	4				
94	69	5				
94	72	1				
94	75	1				
94	76	2				
94	78	1				
94	79	2				
94	80	3				
94	81	4				
94	83	1				
94	84	2				
94	86	1				
94	87	2				
94	88	3				
94	90	1				
94	93	1				
94	95	1				
94	97	1				
94	98	2				
94	100	1				
93	3	1				
93	9	1				
93	10	2				
93	12	1				
93	13	2				
93	14	3				
93	18	1				
93	20	1				
93	21	2				
93	22	3				
93	23	4				
93	24	5				
93	25	6				
93	28	1				
93	29	2				
93	31	1				
93	33	1				
93	35	1				
93	36	2				
93	40	1				
93	42	1				
93	45	1				
93	46	2				
93	47	3				
93	49	1				
93	50	2				
93	53	1				
93	55	1				
93	58	1				
93	60	1				
93	61	2				
93	62	3				
93	63	4				
93	64	5				
93	65	6				
93	68	1				
93	69	2				
93	70	3				
93	71	4				
93	72	5				
93	74	1				
93	76	1				
93	78	1				
93	81	1				
93	85	1				
93	87	1				
93	88	2				
93	89	3				
93	93	1				
93	95	1				
93	97	1				
93	98	2				
93	99	3				
92	4	1				
92	5	2				
92	6	3				
92	8	1				
92	10	1				
92	11	2				
92	12	3				
92	13	4				
92	14	5				
92	15	6				
92	17	1				
92	18	2				
92	20	1				
92	22	1				
92	24	1				
92	25	2				
92	26	3				
92	29	1				
92	30	2				
92	31	3				
92	33	1				
92	35	1				
92	36	2				
92	37	3				
92	38	4				
92	39	5				
92	40	6				
92	41	7				
92	42	8				
92	44	1				
92	45	2				
92	46	3				
92	47	4				
92	49	1				
92	54	1				
92	55	2				
92	56	3				
92	57	4				
92	58	5				
92	62	1				
92	64	1				
92	65	2				
92	67	1				
92	69	1				
92	70	2				
92	71	3				
92	73	1				
92	75	1				
92	77	1				
92	78	2				
92	80	1				
92	81	2				
92	82	3				
92	83	4				
92	84	5				
92	85	6				
92	86	7				
92	87	8				
92	88	9				
92	89	10				
92	92	1				
92	93	2				
92	94	3				
92	97	1				
92	100	1				
91	2	1				
91	4	1				
91	6	1				
91	7	2				
91	8	3				
91	9	4				
91	10	5				
91	11	6				
91	12	7				
91	15	1				
91	18	1				
91	20	1				
91	21	2				
91	22	3				
91	23	4				
91	27	1				
91	30	1				
91	31	2				
91	33	1				
91	34	2				
91	35	3				
91	37	1				
91	38	2				
91	40	1				
91	41	2				
91	45	1				
91	48	1				
91	49	2				
91	51	1				
91	53	1				
91	55	1				
91	57	1				
91	58	2				
91	61	1				
91	63	1				
91	65	1				
91	67	1				
91	68	2				
91	70	1				
91	71	2				
91	72	3				
91	74	1				
91	75	2				
91	76	3				
91	77	4				
91	78	5				
91	81	1				
91	82	2				
91	83	3				
91	87	1				
91	88	2				
91	89	3				
91	91	1				
91	93	1				
91	94	2				
91	96	1				
91	97	2				
91	99	1				
91	100	2				
90	1	1				
90	2	2				
90	3	3				
90	4	4				
90	5	5				
90	8	1				
90	10	1				
90	11	2				
90	12	3				
90	14	1				
90	16	1				
90	17	2				
90	18	3				
90	20	1				
90	22	1				
90	28	1				
90	29	2				
90	34	1				
90	35	2				
90	37	1				
90	38	2				
