10000	2000						1000	100	150
10000	2000								
10000	2000								
10000	2000			Ответ	314590	7500			
10000	2000								
10000	2000								
10000	2000								
9900	1980								
9900	1980								
9900	1980								
9900	1980								
9900	1980								
9900	1980								
9900	1980								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9800	1960								
9700	1940								
9700	1940								
9700	1940								
9700	1940								
9700	1940								
9700	1940								
9700	1940								
9700	1940								
9700	1940								
9700	1940								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9600	1920								
9500	1900								
9500	1900								
9500	1900								
9500	1900								
9500	1900								
9500	1900								
9500	1900								
9500	1900								
9400	1880								
9400	1880								
9400	1880								
9400	1880								
9400	1880								
9400	1880								
9400	1880								
9400	1880								
9400	1880								
9300	1860								
9300	1860								
9300	1860								
9300	1860								
9300	1860								
9300	1860								
9300	1860								
9300	1860								
9300	1860								
9300	1860								
9300	1860								
9200	1840								
9200	1840								
9200	1840								
9200	1840								
9200	1840								
9200	1840								
9200	1840								
9200	1840								
9100	1820								
9100	1820								
9100	1820								
9100	1820								
9100	1820								
9100	1820								
9100	1820								
9100	1820								
9000	1800								
9000	1800								
9000	1800								
9000	1800								
9000	900								
9000	900								
9000	900								
9000	900								
9000	900								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8900	890								
8800	880								
8800	880								
8800	880								
8800	880								
8800	880								
8800	880								
8800	880								
8700	870								
8700	870								
8700	870								
8700	870								
8700	870								
8700	870								
8700	870								
8700	870								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8600	860								
8500	850								
8500	850								
8500	850								
8500	850								
8500	850								
8500	850								
8500	850								
8500	850								
8400	840								
8400	840								
8400	840								
8400	840								
8400	840								
8400	840								
8400	840								
8400	840								
8400	840								
8400	840								
8400	840								
8300	830								
8300	830								
8300	830								
8300	830								
8300	830								
8300	830								
8300	830								
8200	820								
8200	820								
8200	820								
8200	820								
8200	820								
8200	820								
8200	820								
8100	810								
8100	810								
8100	810								
8100	810								
8100	810								
8100	810								
8100	810								
8100	810								
8100	810								
8100	810								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
8000	800								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7900	790								
7800	780								
7800	780								
7800	780								
7800	780								
7800	780								
7800	780								
7800	780								
7800	780								
7700	770								
7700	770								
7700	770								
7700	770								
7700	770								
7700	770								
7700	770								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7600	760								
7500	750								
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7500									
7400									
7400									
7400									
7400									
7400									
7400									
7400									
7400									
7400									
7400									
7400									
7300									
7300									
7300									
7300									
7300									
7300									
7300									
7300									
7200									
7200									
7200									
7200									
7200									
7200									
7200									
7200									
7200									
7200									
7200									
7200									
7200									
7200									
7100									
7100									
7100									
7100									
7100									
7100									
7100									
7100									
7100									
7000									
7000									
7000									
7000									
7000									
7000									
7000									
7000									
7000									
7000									
7000									
7000									
7000									
7000									
6900									
6900									
6900									
6900									
6800									
6800									
6800									
6800									
6800									
6800									
6800									
6800									
6800									
6800									
6700									
6700									
6700									
6700									
6700									
6700									
6700									
6700									
6700									
6700									
6700									
6700									
6700									
6600									
6600									
6600									
6600									
6600									
6600									
6600									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6500									
6400									
6400									
6400									
6400									
6400									
6400									
6400									
6400									
6400									
6400									
6400									
6300									
6300									
6300									
6300									
6300									
6300									
6300									
6200									
6200									
6200									
6200									
6200									
6200									
6200									
6200									
6200									
6200									
6200									
6200									
6200									
6200									
6100									
6100									
6100									
6100									
6100									
6100									
6100									
6100									
6100									
6100									
6100									
6000									
6000									
6000									
6000									
6000									
6000									
6000									
6000									
5900									
5900									
5900									
5800									
5800									
5800									
5800									
5800									
5800									
5800									
5800									
5800									
5800									
5800									
5700									
5700									
5700									
5700									
5700									
5700									
5700									
5700									
5700									
5700									
5700									
5700									
5600									
5600									
5600									
5600									
5600									
5600									
5600									
5600									
5600									
5600									
5600									
5600									
5600									
5500									
5500									
5500									
5500									
5500									
5500									
5500									
5500									
5500									
5400									
5400									
5400									
5400									
5400									
5400									
5400									
5400									
5400									
5400									
5300									
5300									
5300									
5300									
5300									
5300									
5200									
5200									
5200									
5200									
5200									
5200									
5200									
5200									
5200									
5200									
5200									
5100									
5100									
5100									
5100									
5100									
5100									
5100									
5100									
5100									
5100									
5000									
5000									
5000									
5000									
5000									
5000									
4900									
4900									
4900									
4900									
4900									
4900									
4900									
4900									
4900									
4900									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4800									
4700									
4700									
4700									
4700									
4700									
4700									
4700									
4700									
4700									
4700									
4700									
4700									
4700									
4600									
4600									
4600									
4600									
4600									
4500									
4500									
4500									
4500									
4500									
4500									
4500									
4500									
4500									
4500									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4400									
4300									
4300									
4300									
4300									
4300									
4300									
4200									
4200									
4200									
4200									
4100									
4100									
4100									
4100									
4100									
4100									
4100									
4100									
4000									
4000									
4000									
4000									
4000									
4000									
4000									
4000									
4000									
4000									
4000									
3900									
3900									
3900									
3900									
3900									
3900									
3900									
3900									
3900									
3900									
3900									
3800									
3800									
3800									
3800									
3800									
3800									
3800									
3800									
3800									
3800									
3800									
3800									
3700									
3700									
3700									
3700									
3700									
3700									
3700									
3700									
3700									
3700									
3600									
3600									
3600									
3600									
3600									
3600									
3600									
3600									
3600									
3600									
3600									
3600									
3600									
3500									
3500									
3500									
3500									
3500									
3500									
3400									
3400									
3400									
3400									
3400									
3400									
3400									
3400									
3400									
3400									
3400									
3400									
3300									
3300									
3300									
3300									
3300									
3300									
3200									
3200									
3200									
3200									
3200									
3200									
3200									
3200									
3200									
3200									
3200									
3200									
3100									
3100									
3100									
3100									
3100									
3100									
3100									
3100									
3100									
3100									
3000									
3000									
3000									
3000									
3000									
3000									
3000									
3000									
3000									
3000									
3000									
3000									
3000									
2900									
2900									
2900									
2900									
2900									
2900									
2900									
2800									
2800									
2800									
2800									
2800									
2800									
2800									
2800									
2800									
2800									
2700									
2700									
2700									
2700									
2700									
2700									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2600									
2500									
2500									
2500									
2500									
2500									
2500									
2500									
2500									
2500									
2500									
2400									
2400									
2400									
2400									
2400									
2400									
2400									
2400									
2400									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2300									
2200									
2200									
2200									
2200									
2200									
2200									
2200									
2200									
2200									
2200									
2200									
2200									
2200									
2100									
2100									
2100									
2100									
2100									
2100									
2100									
2100									
2100									
2100									
2000									
2000									
2000									
2000									
2000									
2000									
2000									
2000									
1900									
1900									
1900									
1900									
1900									
1900									
1900									
1900									
1900									
1800									
1800									
1800									
1800									
1800									
1800									
1800									
1800									
1800									
1800									
1800									
1800									
1700									
1700									
1700									
1700									
1700									
1700									
1700									
1700									
1700									
1700									
1700									
1700									
1700									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1600									
1500									
1500									
1500									
1500									
1500									
1500									
1500									
1400									
1400									
1400									
1400									
1400									
1400									
1400									
1400									
1400									
1400									
1400									
1300									
1300									
1300									
1300									
1300									
1300									
1300									
1300									
1300									
1300									
1300									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1200									
1100									
1100									
1100									
1100									
1100									
1100									
1100									
1100									
1100									
1100									
1100									
1100									
1100									
1100									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
1000									
900									
900									
900									
900									
900									
900									
900									
900									
900									
900									
900									
800									
800									
800									
800									
800									
800									
700									
700									
700									
700									
700									
700									
700									
700									
700									
700									
700									
700									
600									
600									
600									
600									
600									
600									
600									
600									
500									
500									
500									
500									
500									
500									
500									
500									
500									
500									
500									
500									
