10166618	34	34	0	0			1000	500	
10166618	41	75	0	0					
10166618	48	123	0	0				391	15230058
10166618	52	175	0	0					
10166618	54	229	0	0					
10166618	58	287	0	0					
10166618	63	350	0	0					
10166618	67	417	0	0					
10166618	75	492	0	0					
10166618	77	569	1	1					
10166618	78	647	1	2					
10166618	89	736	1	3					
10166618	99	835	1	4					
10166618	108	943	1	5					
11606873	34	34	0	0					
11606873	36	70	0	0					
11606873	36	106	0	0					
11606873	38	144	0	0					
11606873	42	186	0	0					
11606873	48	234	0	0					
12824309	35	35	0	0					
12824309	36	71	0	0					
12824309	41	112	0	0					
12824309	48	160	0	0					
12824309	49	209	0	0					
13695027	36	36	0	0					
13695027	42	78	0	0					
13695027	53	131	0	0					
13695027	55	186	0	0					
13695027	67	253	0	0					
13695027	72	325	0	0					
13695027	78	403	0	0					
13695027	86	489	0	0					
13695027	98	587	1	1					
13695027	98	685	1	2					
13695027	104	789	1	3					
13695027	115	904	1	4					
13695027	117	1021	1	5					
13695027	117	1138	1	6					
13695027	128	1266	1	7					
13695027	138	1404	1	8					
13695027	142	1546	1	9					
14252631	31	31	0	0					
14252631	33	64	0	0					
14252631	40	104	0	0					
14252631	47	151	0	0					
14252631	49	200	0	0					
14252631	60	260	0	0					
14252631	71	331	0	0					
14252631	79	410	0	0					
14252631	84	494	0	0					
14252631	91	585	1	1					
14252631	93	678	1	2					
14252631	94	772	1	3					
14981976	26	26	0	0					
14981976	33	59	0	0					
14981976	40	99	0	0					
14981976	45	144	0	0					
14981976	51	195	0	0					
14981976	56	251	0	0					
14981976	61	312	0	0					
14981976	71	383	0	0					
14981976	75	458	0	0					
14981976	80	538	1	1					
14981976	81	619	1	2					
14981976	85	704	1	3					
14981976	88	792	1	4					
14981976	99	891	1	5					
14981976	104	995	1	6					
14981976	112	1107	1	7					
14981976	122	1229	1	8					
15230058	36	36	0	0					
15230058	46	82	0	0					
15230058	49	131	0	0					
15230058	52	183	0	0					
15230058	61	244	0	0					
15230058	68	312	0	0					
15230058	79	391	0	0					
15230058	80	471	0	0					
15230058	92	563	1	1					
15230058	97	660	1	2					
15230058	109	769	1	3					
15230058	120	889	1	4					
15230058	130	1019	1	5					
15230058	133	1152	1	6					
15230058	137	1289	1	7					
15230058	145	1434	1	8					
15230058	151	1585	1	9					
15230058	152	1737	1	10					
15230058	155	1892	1	11					
15230058	163	2055	1	12					
15230058	167	2222	1	13					
15230058	174	2396	1	14					
15230058	176	2572	1	15					
15230058	182	2754	1	16					
15230058	188	2942	1	17					
15230058	195	3137	1	18					
15230058	199	3336	1	19					
15230058	211	3547	1	20					
15230058	223	3770	1	21					
15230058	234	4004	1	22					
15230058	243	4247	1	23					
16337423	30	30	0	0					
16337423	42	72	0	0					
16337423	43	115	0	0					
16337423	52	167	0	0					
16337423	57	224	0	0					
17408939	30	30	0	0					
17408939	40	70	0	0					
17408939	44	114	0	0					
17408939	45	159	0	0					
17408939	55	214	0	0					
17408939	55	269	0	0					
17408939	56	325	0	0					
17408939	65	390	0	0					
17408939	69	459	0	0					
17408939	77	536	1	1					
17408939	84	620	1	2					
17408939	89	709	1	3					
19540689	33	33	0	0					
19540689	43	76	0	0					
19540689	55	131	0	0					
19540689	64	195	0	0					
19540689	64	259	0	0					
19540689	69	328	0	0					
19540689	77	405	0	0					
19540689	78	483	0	0					
19540689	84	567	1	1					
19540689	93	660	1	2					
19540689	104	764	1	3					
19540689	109	873	1	4					
19540689	117	990	1	5					
19540689	125	1115	1	6					
