10	3	7				10	4	6			10000	
10	3	7				10	4	6				
10	3	7				10	4	6				
10	3	7				10	4	6				
10	3	7				10	4	6				
10	3	7				10	4	6				
10	3	7				10	4	6				
10	3	7				10	4	6				
10	3	7				10	4	6				
11	3,3	7,7				11	4,4	6,6				
11	3,3	7,7				11	4,4	6,6				
11	3,3	7,7				11	4,4	6,6				
11	3,3	7,7				11	4,4	6,6				
11	3,3	7,7				11	4,4	6,6				
11	3,3	7,7				11	4,4	6,6				
11	3,3	7,7				11	4,4	6,6				
11	3,3	7,7				11	4,4	6,6				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
12	3,6	8,4				12	4,8	7,2				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
13	3,9	9,1				13	5,2	7,8				
14	4,2	9,8				14	5,6	8,4				
14	4,2	9,8				14	5,6	8,4				
14	4,2	9,8				14	5,6	8,4				
14	4,2	9,8				14	5,6	8,4				
14	4,2	9,8				14	5,6	8,4				
14	4,2	9,8				14	5,6	8,4				
14	4,2	9,8				14	5,6	8,4				
14	4,2	9,8				14	5,6	8,4				
14	4,2	9,8				14	5,6	8,4				
15	4,5	10,5				15	6	9				
15	4,5	10,5				15	6	9				
15	4,5	10,5				15	6	9				
15	4,5	10,5				15	6	9				
15	4,5	10,5				15	6	9				
15	4,5	10,5				15	6	9				
15	4,5	10,5				15	6	9				
15	4,5	10,5				15	6	9				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
16	4,8	11,2				16	6,4	9,6				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
17	5,1	11,9				17	6,8	10,2				
18	5,4	12,6				18	7,2	10,8				
18	5,4	12,6				18	7,2	10,8				
