4094	–					250000	990
4081	–						
4068	–						
4063	–				ŒÚ‚ÂÚ	398	273
4060	–						
4040	–						
4039	–						
4013	–						
4003	–						
3996	–						
3995	–						
3979	–						
3978	–						
3940	–						
3935	–						
3914	–						
3912	–						
3902	–						
3899	–						
3898	–						
3894	–						
3881	–						
3844	–						
3844	–						
3838	–						
3810	–						
3810	–						
3805	–						
3796	–						
3791	–						
3787	–						
3734	–						
3723	–						
3722	–						
3720	–						
3702	–						
3684	–						
3677	–						
3675	–						
3675	–						
3668	–						
3667	–						
3648	–						
3636	–						
3618	–						
3607	–						
3604	–						
3597	–						
3593	–						
3580	–						
3551	–						
3549	–						
3537	–						
3531	–						
3521	–						
3519	–						
3508	–						
3507	–						
3502	–						
3490	–						
3489	–						
3434	–						
3428	–						
3422	–						
3418	–						
3416	–						
3363	–						
3359	–						
3350	–						
3336	–						
3331	–						
3304	–						
3303	–						
3295	–						
3288	–						
3286	–						
3285	–						
3250	–						
3224	–						
3220	–						
3215	–						
3207	–						
3189	–						
3184	–						
3178	–						
3169	–						
3154	–						
3139	–						
3132	–						
3130	–						
3129	–						
3126	–						
3124	–						
3122	–						
3097	–						
3054	–						
3050	–						
3021	–						
3014	–						
3012	–						
3011	–						
2976	›						
2960	›						
2947	›						
2937	›						
2934	›						
2927	›						
2908	›						
2890	›						
2880	›						
2859	›						
2856	›						
2838	›						
2838	›						
2822	›						
2817	›						
2812	›						
2810	›						
2800	›						
2795	›						
2781	›						
2777	›						
2771	›						
2770	›						
2768	›						
2757	›						
2728	›						
2704	›						
2703	›						
2695	›						
2693	›						
2674	›						
2672	›						
2669	›						
2639	›						
2625	›						
2616	›						
2615	›						
2609	›						
2592	›						
2571	›						
2555	›						
2529	›						
2524	›						
2524	›						
2500	›						
2499	›						
2480	›						
2470	›						
2450	›						
2412	›						
2407	›						
2405	›						
2384	›						
2375	›						
2370	›						
2367	›						
2364	›						
2340	›						
2320	›						
2301	›						
2292	›						
2269	›						
2268	›						
2249	›						
2246	›						
2230	›						
2224	›						
2224	›						
2222	›						
2185	›						
2165	›						
2161	›						
2152	›						
2147	›						
2086	›						
2085	›						
2084	›						
2079	›						
2068	›						
2051	›	210203	"""=>""Œ—“¿ÀŒ—¡"	39797			
52	À	52					
52	À	104					
52	À	156					
52	À	208					
53	À	261					
54	À	315					
54	À	369					
54	À	423					
55	À	478					
56	À	534					
56	À	590					
57	À	647					
58	À	705					
58	À	763					
59	À	822					
59	À	881					
59	À	940					
59	À	999					
59	À	1058					
60	À	1118					
63	À	1181					
63	À	1244					
63	À	1307					
63	À	1370					
63	À	1433					
66	À	1499					
66	À	1565					
67	À	1632					
67	À	1699					
67	À	1766					
68	À	1834					
68	À	1902					
69	À	1971					
69	À	2040					
69	À	2109					
69	À	2178					
70	À	2248					
70	À	2318					
70	À	2388					
71	À	2459					
71	À	2530					
72	À	2602					
72	À	2674					
73	À	2747					
73	À	2820					
75	À	2895					
75	À	2970					
76	À	3046					
76	À	3122					
77	À	3199					
77	À	3276					
77	À	3353					
79	À	3432					
79	À	3511					
79	À	3590					
80	À	3670					
80	À	3750					
80	À	3830					
81	À	3911					
81	À	3992					
82	À	4074					
82	À	4156					
82	À	4238					
82	À	4320					
83	À	4403					
84	À	4487					
85	À	4572					
86	À	4658					
86	À	4744					
86	À	4830					
86	À	4916					
86	À	5002					
86	À	5088					
86	À	5174					
86	À	5260					
87	À	5347					
88	À	5435					
89	À	5524					
89	À	5613					
91	À	5704					
91	À	5795					
92	À	5887					
92	À	5979					
93	À	6072					
93	À	6165					
94	À	6259					
94	À	6353					
94	À	6447					
94	À	6541					
94	À	6635					
95	À	6730					
95	À	6825					
96	À	6921					
97	À	7018					
97	À	7115					
97	À	7212					
97	À	7309					
98	À	7407					
98	À	7505					
99	À	7604					
100	À	7704					
100	À	7804					
100	À	7904					
101	À	8005					
101	À	8106					
101	À	8207					
101	À	8308					
101	À	8409					
102	À	8511					
103	À	8614					
103	À	8717					
104	À	8821					
104	À	8925					
104	À	9029					
106	À	9135					
106	À	9241					
107	À	9348					
108	À	9456					
108	À	9564					
108	À	9672					
109	À	9781					
109	À	9890					
109	À	9999					
110	À	10109					
110	À	10219					
110	À	10329					
110	À	10439					
111	À	10550					
112	À	10662					
112	À	10774					
112	À	10886					
113	À	10999					
115	À	11114					
115	À	11229					
116	À	11345					
116	À	11461					
117	À	11578					
117	À	11695					
118	À	11813					
120	À	11933					
120	À	12053					
120	À	12173					
120	À	12293					
121	À	12414					
122	À	12536					
122	À	12658					
122	À	12780					
124	À	12904					
125	À	13029					
125	À	13154					
126	À	13280					
126	À	13406					
126	À	13532					
126	À	13658					
126	À	13784					
126	À	13910					
127	À	14037					
127	À	14164					
128	À	14292					
128	À	14420					
128	À	14548					
129	À	14677					
129	À	14806					
129	À	14935					
129	À	15064					
130	À	15194					
130	À	15324					
132	À	15456					
132	À	15588					
133	À	15721					
134	À	15855					
134	À	15989					
135	À	16124					
135	À	16259					
136	À	16395					
136	À	16531					
136	À	16667					
136	À	16803					
136	À	16939					
137	À	17076					
137	À	17213					
139	À	17352					
140	À	17492					
140	À	17632					
141	À	17773					
141	À	17914					
142	À	18056					
142	À	18198					
142	À	18340					
143	À	18483					
144	À	18627					
144	À	18771					
144	À	18915					
145	À	19060					
145	À	19205					
145	À	19350					
145	À	19495					
146	À	19641					
146	À	19787					
148	À	19935					
148	À	20083					
149	À	20232					
149	À	20381					
149	À	20530					
150	À	20680					
150	À	20830					
150	À	20980					
150	À	21130					
151	À	21281					
151	À	21432					
151	À	21583					
152	À	21735					
152	À	21887					
152	À	22039					
154	À	22193					
154	À	22347					
154	À	22501					
154	À	22655					
155	À	22810					
155	À	22965					
155	À	23120					
155	À	23275					
155	À	23430					
156	À	23586					
156	À	23742					
157	À	23899					
158	À	24057					
158	À	24215					
158	À	24373					
159	À	24532					
160	À	24692					
160	À	24852					
160	À	25012					
161	À	25173					
161	À	25334					
161	À	25495					
161	À	25656					
162	À	25818					
162	À	25980					
163	À	26143					
163	À	26306					
165	À	26471					
165	À	26636					
165	À	26801					
165	À	26966					
165	À	27131					
165	À	27296					
165	À	27461					
166	À	27627					
166	À	27793					
166	À	27959					
166	À	28125					
166	À	28291					
166	À	28457					
166	À	28623					
167	À	28790					
167	À	28957					
167	À	29124					
167	À	29291					
168	À	29459					
168	À	29627					
170	À	29797					
170	À	29967					
170	À	30137					
170	À	30307					
172	À	30479					
172	À	30651					
172	À	30823					
173	À	30996					
173	À	31169					
173	À	31342					
174	À	31516					
174	À	31690					
174	À	31864					
175	À	32039					
175	À	32214					
176	À	32390					
177	À	32567					
177	À	32744					
178	À	32922					
178	À	33100					
178	À	33278					
179	À	33457					
179	À	33636					
179	À	33815					
180	À	33995					
180	À	34175					
181	À	34356					
182	À	34538					
183	À	34721					
184	À	34905					
186	À	35091					
186	À	35277					
187	À	35464					
187	À	35651					
188	À	35839					
188	À	36027					
188	À	36215					
188	À	36403					
189	À	36592					
191	À	36783					
191	À	36974					
192	À	37166					
193	À	37359					
195	À	37554					
195	À	37749					
195	À	37944					
195	À	38139					
195	À	38334					
196	À	38530					
198	À	38728					
198	À	38926					
199	À	39125					
199	À	39324					
199	À	39523					
273	À	39796	274				
200	À	39996					
200	À	40196					
201	À	40397					
202	À	40599					
202	À	40801					
202	À	41003					
203	À	41206					
203	À	41409					
203	À	41612					
204	À	41816					
204	À	42020					
204	À	42224					
205	À	42429					
205	À	42634					
206	À	42840					
206	À	43046					
206	À	43252					
206	À	43458					
207	À	43665					
207	À	43872					
207	À	44079					
208	À	44287					
208	À	44495					
208	À	44703					
209	À	44912					
209	À	45121					
210	À	45331					
210	À	45541					
210	À	45751					
211	À	45962					
212	À	46174					
212	À	46386					
212	À	46598					
212	À	46810					
213	À	47023					
214	À	47237					
215	À	47452					
215	À	47667					
215	À	47882					
216	À	48098					
218	À	48316					
218	À	48534					
218	À	48752					
218	À	48970					
220	À	49190					
221	À	49411					
221	À	49632					
222	À	49854					
222	À	50076					
222	À	50298					
222	À	50520					
223	À	50743					
223	À	50966					
224	À	51190					
224	À	51414					
225	À	51639					
225	À	51864					
226	À	52090					
227	À	52317					
227	À	52544					
227	À	52771					
228	À	52999					
228	À	53227					
229	À	53456					
229	À	53685					
229	À	53914					
230	À	54144					
230	À	54374					
231	À	54605					
231	À	54836					
231	À	55067					
232	À	55299					
232	À	55531					
232	À	55763					
233	À	55996					
233	À	56229					
234	À	56463					
235	À	56698					
235	À	56933					
236	À	57169					
236	À	57405					
236	À	57641					
237	À	57878					
237	À	58115					
237	À	58352					
238	À	58590					
239	À	58829					
239	À	59068					
239	À	59307					
239	À	59546					
239	À	59785					
239	À	60024					
239	À	60263					
240	À	60503					
240	À	60743					
240	À	60983					
241	À	61224					
241	À	61465					
242	À	61707					
242	À	61949					
243	À	62192					
243	À	62435					
243	À	62678					
243	À	62921					
244	À	63165					
244	À	63409					
244	À	63653					
245	À	63898					
245	À	64143					
245	À	64388					
245	À	64633					
245	À	64878					
246	À	65124					
249	À	65373					
249	À	65622					
250	À	65872					
251	À	66123					
254	À	66377					
255	À	66632					
256	À	66888					
257	À	67145					
257	À	67402					
262	À	67664					
263	À	67927					
267	À	68194					
269	À	68463					
273	À	68736					
276	À	69012					
279	À	69291					
279	À	69570					
281	À	69851					
281	À	70132					
281	À	70413					
282	À	70695					
282	À	70977					
283	À	71260					
283	À	71543					
285	À	71828					
285	À	72113					
286	À	72399					
292	À	72691					
292	À	72983					
296	À	73279					
299	À	73578					
299	À	73877					
301	À	74178					
301	À	74479					
303	À	74782					
303	À	75085					
303	À	75388					
304	À	75692					
312	À	76004					
317	À	76321					
320	À	76641					
321	À	76962					
321	À	77283					
321	À	77604					
323	À	77927					
324	À	78251					
324	À	78575					
325	À	78900					
329	À	79229					
330	À	79559					
333	À	79892					
335	À	80227					
336	À	80563					
337	À	80900					
339	À	81239					
339	À	81578					
341	À	81919					
342	À	82261					
343	À	82604					
343	À	82947					
348	À	83295					
348	À	83643					
348	À	83991					
350	À	84341					
351	À	84692					
352	À	85044					
353	À	85397					
354	À	85751					
355	À	86106					
356	À	86462					
357	À	86819					
362	À	87181					
365	À	87546					
365	À	87911					
367	À	88278					
368	À	88646					
369	À	89015					
373	À	89388					
375	À	89763					
378	À	90141					
378	À	90519					
379	À	90898					
379	À	91277					
380	À	91657					
381	À	92038					
382	À	92420					
385	À	92805					
385	À	93190					
385	À	93575					
388	À	93963					
389	À	94352					
390	À	94742					
392	À	95134					
396	À	95530					
396	À	95926					
401	À	96327					
401	À	96728					
402	À	97130					
403	À	97533					
407	À	97940					
411	À	98351					
411	À	98762					
412	À	99174					
412	À	99586					
413	À	99999					
414	À	100413					
414	À	100827					
414	À	101241					
424	À	101665					
424	À	102089					
425	À	102514					
425	À	102939					
426	À	103365					
430	À	103795					
431	À	104226					
431	À	104657					
434	À	105091					
438	À	105529					
440	À	105969					
440	À	106409					
443	À	106852					
444	À	107296					
445	À	107741					
446	À	108187					
447	À	108634					
448	À	109082					
450	À	109532					
452	À	109984					
452	À	110436					
453	À	110889					
456	À	111345					
459	À	111804					
459	À	112263					
460	À	112723					
461	À	113184					
463	À	113647					
468	À	114115					
469	À	114584					
469	À	115053					
470	À	115523					
471	À	115994					
472	À	116466					
473	À	116939					
474	À	117413					
477	À	117890					
477	À	118367					
478	À	118845					
481	À	119326					
484	À	119810					
486	À	120296					
486	À	120782					
490	À	121272					
491	À	121763					
494	À	122257					
499	À	122756					
502	À	123258					
502	À	123760					
503	À	124263					
505	À	124768					
508	À	125276					
509	À	125785					
509	À	126294					
509	À	126803					
510	À	127313					
510	À	127823					
511	À	128334					
511	À	128845					
513	À	129358					
515	À	129873					
515	À	130388					
516	À	130904					
516	À	131420					
517	À	131937					
517	À	132454					
518	À	132972					
518	À	133490					
518	À	134008					
518	À	134526					
519	À	135045					
520	À	135565					
523	À	136088					
524	À	136612					
524	À	137136					
525	À	137661					
529	À	138190					
530	À	138720					
531	À	139251					
532	À	139783					
533	À	140316					
533	À	140849					
534	À	141383					
536	À	141919					
540	À	142459					
540	À	142999					
541	À	143540					
541	À	144081					
542	À	144623					
543	À	145166					
547	À	145713					
547	À	146260					
551	À	146811					
554	À	147365					
554	À	147919					
554	À	148473					
558	À	149031					
559	À	149590					
559	À	150149					
565	À	150714					
566	À	151280					
566	À	151846					
566	À	152412					
566	À	152978					
570	À	153548					
570	À	154118					
574	À	154692					
578	À	155270					
