102	102		2	2					10000	524288		262144
103	205		2	4								
103	308		2	6								
103	411		2	8								
103	514		2	10		Ответ	0	7347				
104	618		2	12								
104	722		2	14								
109	831		2	16								
110	941		2	18								
110	1051		2	20								
111	1162		2	22								
111	1273		2	24								
112	1385		2	26								
112	1497		2	28								
113	1610		2	30								
118	1728		2	32								
120	1848		2	34								
120	1968		2	36								
120	2088		2	38								
120	2208		2	40								
120	2328		2	42								
121	2449		2	44								
121	2570		2	46								
122	2692		2	48								
122	2814		2	50								
122	2936		2	52								
124	3060		2	54								
126	3186		2	56								
126	3312		2	58								
127	3439		2	60								
130	3569		2	62								
130	3699		2	64								
130	3829		2	66								
130	3959		2	68								
135	4094		2	70								
135	4229		2	72								
135	4364		2	74								
140	4504		2	76								
140	4644		2	78								
140	4784		2	80								
140	4924		2	82								
141	5065		2	84								
141	5206		2	86								
141	5347		2	88								
141	5488		2	90								
142	5630		2	92								
142	5772		2	94								
142	5914		2	96								
142	6056		2	98								
147	6203		2	100								
147	6350		2	102								
148	6498		2	104								
149	6647		2	106								
150	6797		2	108								
150	6947		2	110								
150	7097		2	112								
151	7248		2	114								
152	7400		2	116								
154	7554		2	118								
156	7710		2	120								
156	7866		2	122								
158	8024		2	124								
158	8182		2	126								
158	8340		2	128								
158	8498		2	130								
161	8659		2	132								
165	8824		2	134								
165	8989		2	136								
165	9154		2	138								
165	9319		2	140								
169	9488		2	142								
169	9657		2	144								
169	9826		2	146								
169	9995		2	148								
169	10164		2	150								
172	10336		2	152								
172	10508		2	154								
174	10682		2	156								
176	10858		2	158								
178	11036		2	160								
178	11214		2	162								
180	11394		2	164								
180	11574		2	166								
180	11754		2	168								
180	11934		2	170								
181	12115		2	172								
182	12297		2	174								
183	12480		2	176								
184	12664		2	178								
185	12849		2	180								
185	13034		2	182								
186	13220		2	184								
187	13407		2	186								
187	13594		2	188								
188	13782		2	190								
190	13972		2	192								
192	14164		3	195								
192	14356		3	198								
193	14549		3	201								
193	14742		3	204								
195	14937		3	207								
195	15132		3	210								
197	15329		3	213								
200	15529		3	216								
200	15729		3	219								
201	15930		3	222								
205	16135		3	225								
206	16341		3	228								
207	16548		3	231								
207	16755		3	234								
208	16963		3	237								
208	17171		3	240								
210	17381		3	243								
210	17591		3	246								
210	17801		3	249								
210	18011		3	252								
212	18223		3	255								
212	18435		3	258								
214	18649		3	261								
216	18865		3	264								
216	19081		3	267								
217	19298		3	270								
218	19516		3	273								
219	19735		3	276								
222	19957		3	279								
222	20179		3	282								
224	20403		3	285								
224	20627		3	288								
224	20851		3	291								
225	21076		3	294								
225	21301		3	297								
230	21531		3	300								
232	21763		3	303								
232	21995		3	306								
232	22227		3	309								
232	22459		3	312								
232	22691		3	315								
233	22924		3	318								
235	23159		3	321								
235	23394		3	324								
237	23631		3	327								
237	23868		3	330								
239	24107		3	333								
239	24346		3	336								
239	24585		3	339								
239	24824		3	342								
240	25064		3	345								
240	25304		3	348								
241	25545		3	351								
242	25787		3	354								
242	26029		3	357								
249	26278		3	360								
249	26527		3	363								
250	26777		3	366								
250	27027		3	369								
253	27280		3	372								
253	27533		3	375								
254	27787		3	378								
256	28043		3	381								
256	28299		3	384								
257	28556		3	387								
259	28815		3	390								
259	29074		3	393								
261	29335		3	396								
263	29598		3	399								
263	29861		3	402								
264	30125		3	405								
265	30390		3	408								
266	30656		4	412								
267	30923		4	416								
268	31191		4	420								
268	31459		4	424								
268	31727		4	428								
268	31995		4	432								
269	32264		4	436								
269	32533		4	440								
269	32802		4	444								
269	33071		4	448								
270	33341		4	452								
270	33611		4	456								
271	33882		4	460								
274	34156		4	464								
274	34430		4	468								
274	34704		4	472								
274	34978		4	476								
275	35253		4	480								
277	35530		4	484								
278	35808		4	488								
278	36086		4	492								
279	36365		4	496								
