1000	C	1000									
1000	C	2000								10000	100000
1000	E	3000									
1001	E	4001									
1001	C	5002									
1002	D	6004									
1003	A	7007									
1003	E	8010									
1004	D	9014									
1007	E	10021									
1008	A	11029									
1008	B	12037									
1009	E	13046									
1010	B	14056									
1010	D	15066									
1011	A	16077									
1011	D	17088									
1013	C	18101									
1014	C	19115									
1015	A	20130									
1018	A	21148									
1020	B	22168									
1022	B	23190									
1022	C	24212									
1023	D	25235									
1023	A	26258									
1023	B	27281									
1024	B	28305									
1025	D	29330									
1026	D	30356									
1027	D	31383									
1028	A	32411									
1029	C	33440									
1029	D	34469									
1035	E	35504									
1036	D	36540									
1036	C	37576									
1037	E	38613									
1037	E	39650									
1037	A	40687									
1038	D	41725									
1038	C	42763									
1039	C	43802									
1040	A	44842									
1043	B	45885									
1043	E	46928									
1044	B	47972									
1044	C	49016									
1045	E	50061									
1045	B	51106									
1045	A	52151									
1046	E	53197									
1047	C	54244									
1048	B	55292									
1049	D	56341									
1050	E	57391									
1052	A	58443									
1052	C	59495									
1052	B	60547									
1052	C	61599									
1052	A	62651									
1055	C	63706									
1056	A	64762									
1058	E	65820									
1060	D	66880									
1061	D	67941									
1062	D	69003									
1064	E	70067									
1065	B	71132									
1066	B	72198									
1067	C	73265									
1068	C	74333									
1069	A	75402									
1071	E	76473									
1155	E	77628									
1150	A	78778									
1145	A	79923									
1143	A	81066									
1075	A	82141									
1138	A	83279									
1137	A	84416									
1132	A	85548									
1135	A	86683									
1129	A	87812									
1125	A	88937									
1119	A	90056									
1114	A	91170									
1113	A	92283									
1109	A	93392									
1107	A	94499									
1098	A	95597									
1091	A	96688									
1088	A	97776									
1089	A	98865									
1088	A	99953									
		99953									
		99956									
1090	B	101046									
1091	D	102137									
1092	E	103229									
1092	D	104321									
1094	B	105415									
		105415									
1095	B	106510									
1096	B	107606									
		107606									
1098	B	108704									
1099	C	109803									
1100	B	110903									
1101	C	112004									
1101	D	113105									
1103	B	114208									
1103	B	115311									
1103	D	116414									
1104	E	117518									
1105	C	118623									
1105	E	119728									
1106	B	120834									
1106	D	121940									
		121940									
1108	D	123048									
		123048									
1109	C	124157									
1111	E	125268									
1111	C	126379									
1112	D	127491									
1112	D	128603									
1113	B	129716									
		129716									
		129716									
1114	B	130830									
1115	B	131945									
1116	D	133061									
1118	C	134179									
		134179									
1119	B	135298									
1122	B	136420									
1124	B	137544									
1124	B	138668									
1125	E	139793									
		139793									
1127	D	140920									
		140920									
1130	B	142050									
1132	C	143182									
1132	C	144314									
		144314									
		144314									
1135	B	145449									
		145449									
1137	E	146586									
		146586									
1140	D	147726									
1141	E	148867									
1141	D	150008									
1142	C	151150									
		151150									
1143	E	152293									
		152293									
1145	C	153438									
1146	C	154584									
1148	B	155732									
1150	B	156882									
		156882									
1152	D	158034									
		158034									
1155	D	159189									
1161	A	160350									
1162	C	161512									
1163	E	162675									
1165	A	163840									
1165	C	165005									
1167	A	166172									
1168	C	167340									
1169	D	168509									
1170	A	169679									
1170	D	170849									
1171	E	172020									
1171	C	173191									
1171	D	174362									
1174	D	175536									
1174	E	176710									
1175	D	177885									
1178	D	179063									
1178	C	180241									
1178	A	181419									
1179	D	182598									
1179	E	183777									
1179	C	184956									
1181	E	186137									
1181	A	187318									
1181	A	188499									
1182	E	189681									
1185	C	190866									
1187	C	192053									
1188	D	193241									
1192	B	194433									
1193	E	195626									
1194	C	196820									
1194	D	198014									
1194	E	199208									
1194	D	200402									
1195	A	201597									
1197	A	202794									
1198	B	203992									
1199	A	205191									
1200	E	206391									
1202	B	207593									
1202	D	208795									
1202	B	209997									
1202	D	211199									
1204	C	212403									
1206	D	213609									
1206	D	214815									
1206	B	216021									
1208	D	217229									
1208	E	218437									
1208	A	219645									
1210	C	220855									
1212	E	222067									
1212	D	223279									
1212	A	224491									
1213	B	225704									
1214	E	226918									
1214	D	228132									
1216	C	229348									
1216	A	230564									
1216	B	231780									
1217	D	232997									
1218	C	234215									
1219	A	235434									
1222	D	236656									
1224	E	237880									
1224	C	239104									
1224	C	240328									
1225	E	241553									
1225	C	242778									
1225	A	244003									
1226	E	245229									
1227	E	246456									
1229	C	247685									
1230	B	248915									
1230	D	250145									
1233	A	251378									
1234	A	252612									
1236	C	253848									
1236	E	255084									
1237	D	256321									
1241	B	257562									
1241	D	258803									
1242	A	260045									
1242	E	261287									
1242	D	262529									
1243	E	263772									
1243	E	265015									
1244	C	266259									
1245	C	267504									
1245	E	268749									
1247	B	269996									
1247	C	271243									
1247	A	272490									
1247	B	273737									
1247	B	274984									
1248	D	276232									
1249	D	277481									
1250	C	278731									
1251	E	279982									
1251	E	281233									
1252	E	282485									
1252	A	283737									
1252	D	284989									
1252	B	286241									
1252	E	287493									
1254	B	288747									
1254	A	290001									
1255	B	291256									
1255	C	292511									
1256	B	293767									
1257	C	295024									
1257	D	296281									
1258	B	297539									
1258	D	298797									
1258	E	300055									
1258	D	301313									
1260	E	302573									
1267	E	303840									
1269	A	305109									
1272	C	306381									
1273	D	307654									
1274	E	308928									
1274	C	310202									
1275	E	311477									
1276	A	312753									
1276	C	314029									
1276	B	315305									
1276	A	316581									
1276	D	317857									
1278	D	319135									
1278	C	320413									
1280	B	321693									
1281	A	322974									
1281	D	324255									
1281	C	325536									
1282	D	326818									
1283	A	328101									
1285	B	329386									
1285	E	330671									
1285	D	331956									
1286	B	333242									
1286	A	334528									
1286	A	335814									
1288	A	337102									
1293	B	338395									
1293	D	339688									
1293	E	340981									
1293	E	342274									
1295	A	343569									
1295	E	344864									
1297	B	346161									
1300	B	347461									
1302	D	348763									
1302	D	350065									
1303	A	351368									
1303	A	352671									
1303	D	353974									
1304	A	355278									
1305	C	356583									
1307	B	357890									
1308	B	359198									
1308	E	360506									
1309	E	361815									
1309	C	363124									
1311	B	364435									
1311	D	365746									
1313	A	367059									
1314	C	368373									
1315	C	369688									
1316	D	371004									
1316	C	372320									
1317	C	373637									
1317	C	374954									
1318	C	376272									
1320	D	377592									
1321	A	378913									
1323	A	380236									
1325	A	381561									
1327	B	382888									
1327	A	384215									
1327	B	385542									
1330	D	386872									
1331	B	388203									
1331	C	389534									
1332	D	390866									
1333	B	392199									
1334	E	393533									
1336	B	394869									
1342	A	396211									
1343	E	397554									
1344	C	398898									
1344	B	400242									
1345	C	401587									
1346	C	402933									
1347	B	404280									
1349	E	405629									
1352	C	406981									
1352	D	408333									
1357	A	409690									
1359	D	411049									
1359	B	412408									
1362	B	413770									
1362	B	415132									
1362	D	416494									
1363	D	417857									
1363	C	419220									
1364	D	420584									
1364	B	421948									
1365	E	423313									
1367	A	424680									
1368	A	426048									
1368	A	427416									
1369	B	428785									
1371	C	430156									
1372	D	431528									
1374	E	432902									
1374	E	434276									
1375	D	435651									
1376	D	437027									
1376	B	438403									
1377	A	439780									
1377	D	441157									
1378	B	442535									
1379	C	443914									
1380	B	445294									
1381	E	446675									
1381	A	448056									
1381	B	449437									
1382	A	450819									
1382	A	452201									
1382	B	453583									
1383	A	454966									
1384	B	456350									
1385	E	457735									
1385	D	459120									
1386	E	460506									
1386	E	461892									
1387	A	463279									
1388	E	464667									
1388	B	466055									
1388	A	467443									
1388	C	468831									
1389	B	470220									
1390	E	471610									
1392	E	473002									
1393	B	474395									
1394	E	475789									
1394	B	477183									
1394	D	478577									
1394	B	479971									
1398	B	481369									
1398	A	482767									
1399	A	484166									
1401	D	485567									
1401	B	486968									
1401	C	488369									
1403	A	489772									
1403	C	491175									
1405	D	492580									
1408	B	493988									
1410	B	495398									
1410	C	496808									
1410	E	498218									
1416	A	499634									
1417	A	501051									
1420	B	502471									
1420	D	503891									
1420	A	505311									
1421	B	506732									
1422	B	508154									
1423	D	509577									
1423	A	511000									
1424	D	512424									
1425	E	513849									
1425	D	515274									
1425	B	516699									
1427	A	518126									
1427	B	519553									
1427	B	520980									
1428	A	522408									
1429	B	523837									
1431	B	525268									
1432	C	526700									
1432	E	528132									
1433	C	529565									
1433	B	530998									
1433	D	532431									
1434	B	533865									
1435	B	535300									
1436	C	536736									
1436	E	538172									
1437	C	539609									
1439	C	541048									
1440	B	542488									
1441	D	543929									
1441	D	545370									
1443	E	546813									
1444	C	548257									
1444	C	549701									
1444	A	551145									
1446	A	552591									
1446	D	554037									
1447	A	555484									
1447	C	556931									
1448	B	558379									
1448	E	559827									
1448	C	561275									
1449	D	562724									
1450	A	564174									
1450	B	565624									
1451	B	567075									
1452	D	568527									
1454	D	569981									
1454	A	571435									
1454	E	572889									
1456	B	574345									
1456	C	575801									
1457	A	577258									
1458	D	578716									
1458	E	580174									
1459	D	581633									
1460	A	583093									
1460	B	584553									
1461	D	586014									
1461	C	587475									
1461	C	588936									
1462	B	590398									
1462	C	591860									
1463	E	593323									
1464	D	594787									
1466	B	596253									
1467	B	597720									
1468	A	599188									
1468	E	600656									
1469	D	602125									
1470	C	603595									
1471	D	605066									
1471	E	606537									
1472	C	608009									
1474	C	609483									
1474	A	610957									
1475	A	612432									
1475	E	613907									
1476	A	615383									
1477	B	616860									
1477	B	618337									
1477	C	619814									
1478	C	621292									
1479	B	622771									
1480	C	624251									
1481	D	625732									
1482	E	627214									
1483	B	628697									
1484	A	630181									
1484	D	631665									
1484	D	633149									
1485	D	634634									
1486	B	636120									
1486	D	637606									
1487	A	639093									
1491	C	640584									
1492	E	642076									
1492	E	643568									
1493	B	645061									
1493	E	646554									
1495	A	648049									
1495	D	649544									
1495	E	651039									
1498	B	652537									
1498	A	654035									
1500	B	655535									
1500	E	657035									
1500	C	658535									
1501	B	660036									
1502	C	661538									
1502	E	663040									
1503	C	664543									
1503	A	666046									
1503	E	667549									
1504	B	669053									
1504	A	670557									
1505	A	672062									
1506	E	673568									
1506	E	675074									
1506	A	676580									
1508	C	678088									
1508	A	679596									
1508	C	681104									
1510	B	682614									
1513	E	684127									
1513	E	685640									
1516	B	687156									
1516	E	688672									
1517	C	690189									
1518	E	691707									
1518	C	693225									
1519	D	694744									
1520	B	696264									
1521	C	697785									
1521	B	699306									
1522	C	700828									
1525	B	702353									
1526	E	703879									
1527	C	705406									
1528	C	706934									
1528	B	708462									
1530	E	709992									
1531	B	711523									
1532	B	713055									
1533	A	714588									
1534	D	716122									
1534	D	717656									
1535	D	719191									
1536	A	720727									
1536	B	722263									
1542	E	723805									
1543	E	725348									
1543	D	726891									
1543	C	728434									
1543	C	729977									
1544	E	731521									
1545	E	733066									
1545	B	734611									
1547	E	736158									
1548	D	737706									
1549	C	739255									
1549	A	740804									
1550	E	742354									
1551	C	743905									
1554	A	745459									
1557	B	747016									
1558	C	748574									
1559	E	750133									
1560	E	751693									
1562	A	753255									
1563	A	754818									
1564	B	756382									
1564	A	757946									
1564	C	759510									
1564	D	761074									
1565	B	762639									
1566	E	764205									
1568	D	765773									
1568	A	767341									
1568	D	768909									
1570	A	770479									
1571	D	772050									
1571	C	773621									
1571	C	775192									
1572	E	776764									
1573	B	778337									
1576	D	779913									
1576	E	781489									
1577	D	783066									
1578	D	784644									
