9999	8467									
9999	8531									10000
9998	9116									
9997	341									
9997	9814									
9996	8187									
9995	7479									
9994	1255									
9994	5300									
9994	5339									
9993	422									
9993	8918									
9992	3043									
9992	7309									
9991	4956									
9990	5362									
9990	6200									
9990	7900									
9989	6302									
9988	6327									
9987	4346									
9986	7032									
9985	790									
9985	1460									
9985	3406									
9982	2518									
9982	6635									
9982	7731									
9981	5589									
9980	3095									
9979	8557									
9978	7309									
9973	6124									
9973	9771									
9972	1048									
9972	2055									
9972	5980									
9971	4047									
9969	3468									
9968	3295									
9967	3924									
9966	7198									
9962	8779									
9962	9278									
9962	9490									
9959	5203									
9959	9406									
9958	815									
9957	6830									
9956	2270									
9956	5176									
9955	4394									
9953	1712									
9950	3656									
9949	1565									
9948	8315									
9946	6631									
9943	2098									
9943	9988									
9942	748									
9941	3705									
9941	4580									
9940	6477									
9937	5978									
9936	7170									
9936	8929									
9935	6199									
9935	6854									
9934	2540									
9934	5966									
9934	7875									
9933	1654									
9932	1061									
9930	5240									
9930	8731									
9929	228									
9926	4770									
9926	8854									
9922	8974									
9920	6181									
9919	4473									
9919	4590									
9918	4948									
9918	7217									
9918	7501									
9917	3709									
9916	9701									
9915	8149									
9912	3189									
9912	6536									
9911	3950									
9910	1491									
9910	1866									
9908	837									
9908	8101									
9908	8318									
9907	5213									
9907	7295									
9906	1685									
9903	6493									
9900	134									
9897	4219									
9894	1226									
9893	2436									
9892	981									
9892	7793									
9891	3690									
9890	8361									
9889	2355									
9888	5983									
9888	6153									
9887	4265									
9886	1448									
9886	4478									
9886	7968									
9885	9458									
9884	6225									
9883	5662									
9881	3520									
9880	6112									
9880	8593									
9878	2231									
9877	4868									
9877	8712									
9875	4904									
9875	7271									
9875	7314									
9874	1204									
9873	9249									
9872	7881									
9872	9164									
9871	7012									
9870	126									
9870	7051									
9870	7450									
9869	6943									
9869	7351									
9868	4462									
9868	8449									
9866	9376									
9865	3603									
9865	8966									
9864	9060									
9863	8603									
9861	374									
9861	931									
9861	2527									
9859	1274									
9859	4760									
9858	1731									
9858	3058									
9858	3396									
9857	8868									
9854	3773									
9853	6329									
9848	267									
9847	1152									
9847	1665									
9847	1828									
9847	5486									
9844	967									
9844	3067									
9844	7685									
9842	2532									
9842	7646									
9839	5146									
9838	4024									
9837	928									
9834	682									
9834	1812									
9832	2723									
9832	5566									
9831	6303									
9830	854									
9830	5623									
9829	4187									
9829	6839									
9829	9266									
9828	2766									
9828	9445									
9827	2651									
9826	8949									
9825	5837									
9823	2688									
9823	7445									
9822	433									
9820	3383									
9820	8629									
9820	8995									
9819	2726									
9815	235									
9815	3236									
9813	6083									
9810	623									
9810	2028									
9810	4397									
9810	6813									
9807	7519									
9805	3848									
9804	1267									
9802	4854									
9801	1447									
9801	9425									
9800	161									
9800	6923									
9799	3466									
9799	8138									
9798	1929									
9796	2203									
9795	6036									
9795	9577									
9794	9714									
9792	7036									
9791	8756									
9791	9294									
9790	9482									
9789	4393									
9789	6828									
9788	3743									
9787	1736									
9786	7090									
9786	8054									
9786	9011									
9785	4002									
9783	2982									
9783	3323									
9783	4134									
9783	9391									
9782	8100									
9780	5261									
9780	8003									
9778	7030									
9777	3147									
9777	8143									
9776	6025									
9776	9063									
9775	7230									
9774	7948									
9773	8947									
9772	1899									
9772	6493									
9771	3644									
9771	7395									
9770	3451									
9767	2790									
9766	392									
9766	7889									
9765	6963									
9762	6413									
9760	145									
9760	1259									
9759	2194									
9758	1347									
9757	3341									
9757	7548									
9755	1920									
9755	2990									
9755	5802									
9753	3630									
9753	5814									
9752	2554									
9750	6673									
9748	5786									
9746	8848									
9744	8750									
9743	2176									
9743	7788									
9742	970									
9742	4618									
9742	5454									
9741	3655									
9741	6614									
9740	4328									
9740	8682									
9738	2151									
9737	9415									
9736	3661									
9735	5183									
9734	5347									
9730	5645									
9728	1164									
9728	9873									
9727	5001									
9726	604									
9726	3651									
9726	7538									
9724	1960									
9724	9015									
9722	8713									
9720	2605									
9720	6041									
9719	4024									
9718	5753									
9717	5455									
9716	3470									
9716	4850									
9713	1069									
9713	1430									
9712	1247									
9712	3660									
9712	6948									
9712	9592									
9711	1222									
9709	2366									
9709	7755									
9708	5044									
9707	1975									
9705	9800									
9702	1037									
9699	3978									
9699	6521									
9697	5846									
9693	3431									
9691	5932									
9690	869									
9688	4667									
9688	5859									
9687	4029									
9685	325									
9684	624									
9681	796									
9681	2891									
9681	2965									
9680	3150									
9680	7494									
9679	3344									
9679	6316									
9678	5103									
9677	6547									
9677	8773									
9676	5685									
9675	958									
9675	3402									
9674	539									
9674	9287									
9673	2771									
9671	6050									
9671	8614									
9671	9320									
9668	2206									
9668	4974									
9666	6133									
9666	7642									
9665	7983									
9664	2524									
9663	3856									
9663	6758									
9663	8402									
9661	6876									
9661	8916									
9660	6619									
9659	4677									
9656	971									
9655	8949									
9653	2133									
9652	1441									
9651	4593									
9650	4276									
9650	6105									
9650	6454									
9649	6139									
9648	6126									
9648	8065									
9647	9592									
9646	852									
9646	2552									
9646	8151									
9645	8093									
9644	7345									
9644	7572									
9644	9143									
9643	9667									
9638	4372									
9637	3353									
9636	7745									
9633	3027									
9632	1648									
9632	7138									
9632	7879									
9631	2988									
9631	9378									
9630	9590									
9629	7901									
9628	3909									
9628	9332									
9627	5022									
9622	3143									
9621	3777									
9621	9297									
9619	196									
9619	7000									
9618	775									
9617	7289									
9616	7720									
9615	5925									
9615	6315									
9614	2922									
9612	3504									
9612	8193									
9611	2809									
9611	3242									
9610	3693									
9609	8233									
9608	1171									
9608	7584									
9607	1647									
9605	8879									
9605	9246									
9603	523									
9602	9847									
9601	4635									
9599	2125									
9599	2615									
9596	7859									
9595	6027									
9594	2854									
9592	8643									
9591	9934									
9590	3757									
9589	6224									
9588	2277									
9587	833									
9586	3133									
9585	1574									
9585	2993									
9585	7909									
9583	9142									
9581	3936									
9580	2848									
9579	5340									
9579	9789									
9577	3954									
9577	6031									
9575	4087									
9575	7629									
9574	1804									
9574	2129									
9574	4862									
9574	9900									
9573	6440									
9572	2157									
9572	3017									
9571	1806									
9570	197									
9570	9941									
9569	4314									
9568	677									
9566	1296									
9565	1589									
9565	5356									
9563	4524									
9563	6270									
9561	1560									
9561	4815									
9559	7007									
9558	2700									
9557	1324									
9557	3166									
9557	4762									
9557	5432									
9557	6712									
9556	6283									
9556	9744									
9554	2342									
9554	7959									
9554	8561									
9553	3063									
9552	4163									
9551	4376									
9551	8998									
9550	7261									
9550	7650									
9550	9921									
9545	6635									
9544	3020									
9544	9027									
9543	5195									
9542	2647									
9540	4135									
9540	4424									
9539	4543									
9538	1923									
9537	8339									
9534	709									
9530	2616									
9529	524									
9529	678									
9529	8778									
9528	891									
9527	6628									
9526	6000									
9525	5205									
9524	9714									
9523	835									
9523	5228									
9523	7949									
9522	7012									
9521	5030									
9521	9482									
9519	4225									
9519	6358									
9519	7567									
9517	250									
9517	1061									
9517	4120									
9516	189									
9516	5091									
9515	7878									
9514	8625									
9511	8463									
9510	7536									
9509	5382									
9509	5938									
9508	1028									
9508	6942									
9508	8107									
9508	9233									
9505	6631									
9504	1011									
9504	3921									
9502	6333									
9498	5520									
9495	1789									
9491	4965									
9491	7198									
9490	8139									
9490	9720									
9489	1131									
9488	3838									
9488	7417									
9487	9564									
9486	4696									
9486	9687									
9485	6400									
9484	339									
9484	1406									
9483	1343									
9483	2289									
9482	6652									
9480	9141									
9480	9211									
9479	361									
9478	6007									
9477	129									
9477	1498									
9477	1657									
9477	4052									
9475	7699									
9474	427									
9474	534									
9474	755									
9473	4785									
9469	2053									
9468	5936									
9468	6174									
9467	7079									
9466	4274									
9466	7193									
9462	5641									
9461	2124									
9459	3362									
9458	589									
9458	788									
9458	7526									
9457	7431									
9454	5409									
9454	6805									
9453	3605									
9451	2670									
9451	3413									
9449	7077									
9449	9823									
9447	5819									
9446	1185									
9444	2049									
9442	7458									
9441	580									
9441	6605									
9441	7469									
9439	3554									
9437	2154									
9437	3751									
9436	3865									
9435	236									
9435	4410									
9432	3692									
9432	5487									
9430	4401									
9430	5182									
9429	3079									
9428	4657									
9426	4887									
9424	6165									
9424	6788									
9423	1171									
9422	2359									
9422	2443									
9420	5243									
9420	8383									
9419	271									
9416	2557									
9415	2180									
9415	4903									
9414	4949									
9413	9268									
9411	8693									
9408	6220									
9407	6546									
9405	1855									
9405	4361									
9405	5511									
9404	759									
9403	1996									
9403	3150									
9402	5482									
9400	4457									
9399	258									
9399	2810									
9397	9232									
9396	3512									
9395	434									
9394	8033									
9394	8300									
9394	9457									
9393	4401									
9392	8796									
9389	7949									
9389	9602									
9388	7881									
9386	2094									
9385	1184									
9384	285									
9384	2767									
9384	7292									
9383	7971									
9383	8495									
9382	1268									
9381	1623									
9381	4714									
9379	8192									
9378	3234									
9377	3460									
9376	3496									
9375	1248									
9375	2255									
9375	3978									
9375	4660									
9373	659									
9373	2845									
9373	6719									
9373	7791									
9372	482									
9371	7036									
9370	7673									
9369	9503									
9366	3289									
9365	6642									
9364	5242									
9364	5715									
9362	794									
9362	2384									
9359	7649									
9359	9765									
9358	3305									
9357	9582									
9356	4722									
9355	1196									
9355	1282									
9355	7712									
9354	4234									
9353	3101									
9352	4438									
9350	762									
9350	2557									
9350	4780									
9348	3282									
9348	4505									
9347	4536									
9347	8058									
9346	4959									
9345	5445									
9345	8178									
9344	7110									
9343	1769									
9342	5432									
9341	4460									
9340	4831									
9339	7133									
9337	2125									
9337	7417									
9334	4479									
9334	6858									
9331	1297									
9331	7611									
9328	5418									
9327	1866									
9325	5469									
9322	5045									
9321	4302									
9319	8023									
9315	2681									
9313	4161									
9313	8116									
9311	8873									
9310	315									
9310	3798									
9310	4031									
9309	390									
9308	1149									
9306	3643									
9305	7727									
9305	8752									
9297	2354									
9297	2771									
9297	4516									
9296	153									
9296	2146									
9296	7874									
9294	7284									
9293	543									
9293	6510									
9291	7067									
9289	2275									
9287	1655									
9285	8171									
9284	5299									
9284	5652									
9283	1563									
9283	3271									
9283	4837									
9281	1675									
9281	1855									
9280	6477									
9278	4031									
9277	9152									
9275	1107									
9275	4725									
9274	331									
9274	375									
9274	4178									
9273	1067									
9272	3895									
9272	8182									
9270	7106									
9269	1517									
9269	4830									
9269	5891									
9265	984									
9263	5852									
9262	7844									
9261	5066									
9260	515									
9260	9281									
9259	5285									
9259	5604									
9259	6159									
9259	9188									
9258	6650									
9256	6159									
9253	1298									
9253	1928									
9252	4969									
9252	6624									
9252	9627									
9250	2238									
9250	3580									
9250	5305									
9249	7720									
9245	4616									
9245	9216									
9244	4319									
9243	6924									
9242	5500									
9241	1899									
9241	8911									
9240	3522									
9240	5201									
9240	9094									
9239	8026									
9236	7226									
9233	2704									
9231	5627									
9231	6448									
9230	2236									
9230	9330									
9230	9344									
9228	7046									
9228	7140									
9227	989									
9226	460									
9225	9710									
9224	3223									
9222	7212									
9220	678									
9220	6237									
9219	2588									
9216	3852									
9216	7392									
9215	9777									
9214	1525									
9214	5095									
9214	7539									
9211	9676									
9210	2312									
9209	4889									
9206	7304									
9204	9523									
9201	2338									
9201	5847									
9201	7955									
9200	2952									
9200	5830									
9199	729									
9199	5058									
9198	599									
9197	4690									
9196	839									
9195	5832									
9194	9928									
9193	9601									
9192	636									
9192	6494									
9192	7884									
9191	6690									
9191	8387									
9190	2971									
9190	3099									
9188	3714									
9188	5067									
9188	7355									
9184	7164									
9183	1778									
9181	1370									
9180	5384									
9178	2390									
9175	9770									
9174	2232									
9174	8482									
9173	6514									
9172	567									
9172	5996									
9169	5650									
9169	9434									
9168	5641									
9167	6559									
9166	5197									
9166	6706									
9164	8528									
9162	362									
9162	5234									
9161	225									
9160	4314									
9159	9102									
9158	7981									
9157	5615									
9154	7481									
9153	805									
9153	3436									
9153	8663									
9150	245									
9148	1885									
9147	8664									
9146	1879									
9146	3160									
9146	9530									
9145	1929									
9145	9690									
9144	2063									
9144	2644									
9143	656									
9143	6163									
9142	2530									
9141	1909									
9140	5134									
9140	6340									
9140	7173									
9140	9042									
9139	2223									
9138	7332									
9138	8123									
9136	6550									
9135	1082									
9135	4614									
9133	181									
9133	5434									
9132	8251									
9130	1032									
9130	6420									
9128	6046									
9127	1936									
9127	2991									
9127	3854									
9125	3870									
9125	9877									
9124	1890									
9124	2920									
9122	3737									
9120	5972									
9120	9661									
9118	5139									
9115	723									
9115	8158									
9114	3138									
9113	6625									
9112	4456									
9112	5144									
9111	1080									
9111	3635									
9108	1928									
9108	3803									
9107	5964									
9105	6530									
9104	533									
9104	8749									
9101	1099									
9100	8563									
9100	9196									
9097	7562									
9096	2528									
9096	3662									
9095	7688									
9093	3315									
9093	8655									
9092	896									
9092	8170									
9091	9892									
9089	4979									
9088	1039									
9088	1980									
9088	6243									
9085	3439									
9084	8827									
9083	5414									
9082	1505									
9082	9651									
9080	349									
9078	3976									
9078	4039									
9077	9362									
9076	2731									
9075	5917									
9074	6809									
9072	1493									
9071	542									
9068	8006									
9066	2341									
9066	5791									
9065	8016									
9064	6836									
9064	8182									
9063	301									
9063	7318									
9063	8483									
9062	6199									
9059	3073									
9058	1809									
9057	639									
9057	3476									
9057	5478									
9056	524									
9054	4919									
9054	5216									
9052	1073									
9049	8088									
9047	3879									
9046	9184									
9044	831									
9044	3675									
9042	7037									
9042	7534									
9040	2337									
9040	3262									
9040	9779									
9038	2540									
9035	6205									
9035	7858									
9034	2904									
9034	5568									
9034	6732									
9032	4105									
9029	6524									
9027	6978									
9026	6697									
9025	1928									
9025	8078									
9024	2667									
9024	7883									
9021	283									
9021	1475									
9020	4333									
9019	5466									
9016	4196									
9015	7077									
9013	8513									
9011	2138									
9007	6002									
9007	6691									
9006	428									
9005	6990									
9004	6120									
9003	9386									
9002	2325									
9001	8827									
9000	8129									
8997	5715									
8996	4077									
